name,sol,ltst,seq_id,target_elevation,tau,focal_distance,incidence_angle,emission_angle,phase_angle,lat,lon,sclk,color,feature,formation,member,L2,R2,L0B,R0B,L1,R1,R0G,L0G,R0R,L0R,L4,L3,R3,L5,R4,R5,L6,R6,L2_err,R2_err,L0B_err,R0B_err,L1_err,R1_err,R0G_err,L0G_err,R0R_err,L0R_err,L4_err,L3_err,R3_err,L5_err,R4_err,R5_err,L6_err,R6_err
Slate Islands,2231,11:59:51,mcam11838,-4148.867,0.786244,7.273,19.1887,58.3444,48.724148,-4.7285135,137.37757,,dark blue,dusty rock,Murray,Jura,0.088791,0.0947709,0.106393,0.110624,0.125746,0.137116,0.159968,0.153473,0.231814,0.22318,0.238714,0.267268,0.281486,0.268638,0.270067,0.270261,0.251372,0.259673,0.00337653,0.00632321,0.00638854,0.00912953,0.00621726,0.00830207,0.0112224,0.00755472,0.0145539,0.0098345,0.00996825,0.00987738,0.0162329,0.0114117,0.0174322,0.0176823,0.00975817,0.0151451
Slate Islands,2231,11:59:51,mcam11838,-4148.867,0.786244,7.273,19.1887,58.3444,48.724148,-4.7285135,137.37757,,light blue,dusty rock,Murray,Jura,0.106811,0.111948,0.115707,0.122885,0.124218,0.134991,0.152174,0.145187,0.194985,0.186354,0.193581,0.212682,0.23018,0.210032,0.220885,0.219266,0.192668,0.204807,0.011602,0.00624687,0.0190382,0.00837495,0.0126196,0.00711552,0.00887621,0.0213611,0.0107587,0.0252723,0.0211249,0.0227555,0.0117992,0.0285986,0.0111753,0.0124501,0.0263441,0.0102688
Slate Islands,2231,11:59:51,mcam11838,-4148.867,0.786244,7.273,19.1887,58.3444,48.724148,-4.7285135,137.37757,,red,undisturbed soil,,,0.0402965,0.042184,0.0474358,0.0489885,0.0576001,0.0622548,0.0702402,0.0687882,0.112179,0.109111,0.121379,0.133969,0.137978,0.125614,0.127026,0.122595,0.116876,0.120796,0.00103685,0.00162224,0.00199972,0.003127,0.00131911,0.00212608,0.00304768,0.00225499,0.00456288,0.00367821,0.00315421,0.00357809,0.00581257,0.0043469,0.00654274,0.00641384,0.00377706,0.00755458
Slate Islands,2231,11:59:51,mcam11838,-4148.867,0.786244,7.273,19.1887,58.3444,48.724148,-4.7285135,137.37757,,teal,dusty rock,Murray,Jura,0.0558587,0.0653669,0.0679223,0.0754416,0.074991,0.0888129,0.107023,0.0964282,0.193356,0.17355,0.195126,0.233656,0.259199,0.218981,0.247141,0.258783,0.240642,0.269533,0.00466438,0.00449554,0.0053589,0.00756371,0.00567656,0.00709511,0.00910573,0.00713537,0.0143252,0.0118717,0.012313,0.0164038,0.0190233,0.0157129,0.01795,0.0199901,0.0214004,0.0200061
Lowary 2,1032,12:09:16,mcam04512,-4447.2298,0.926796,3.539,7.8822,51.7527,44.116438,-4.6682764,137.37003,,dark blue,dusty rock,Murray,Pahrump Hills,0.0914095,0.109241,0.099268,0.123322,0.110981,0.131083,0.154224,0.128013,0.198066,0.170815,0.177765,0.186982,0.209825,0.185327,0.21226,0.206366,0.180424,0.203189,0.0127584,0.0119674,0.0108424,0.010569,0.0085166,0.00778965,0.00816185,0.0102269,0.0120674,0.0128838,0.0144462,0.013784,0.0164233,0.0176577,0.0170386,0.0172127,0.0216631,0.0155423
Lowary 2,1032,12:09:16,mcam04512,-4447.2298,0.926796,3.539,7.8822,51.7527,44.116438,-4.6682764,137.37003,,light blue,dusty rock,Murray,Pahrump Hills,0.140015,0.146046,0.170467,0.179284,0.202754,0.223429,0.252239,0.240781,0.352403,0.336694,0.356598,0.375427,0.402841,0.377152,0.388427,0.388388,0.36083,0.379023,0.0114915,0.0208388,0.0231433,0.031016,0.0191412,0.0310909,0.0356116,0.0264834,0.0439127,0.0345448,0.028429,0.0284896,0.0354275,0.0266654,0.0418442,0.0407138,0.0239069,0.0393002
Lowary 2,1032,12:09:16,mcam04512,-4447.2298,0.926796,3.539,7.8822,51.7527,44.116438,-4.6682764,137.37003,,pink,,Murray,Pahrump Hills,0.0948178,0.0892169,0.115338,0.108799,0.141008,0.146147,0.171008,0.176984,0.283923,0.289346,0.319694,0.350893,0.360722,0.366009,0.35264,0.352266,0.361784,0.349603,0.00562676,0.0081404,0.0105736,0.0113663,0.00794494,0.0113097,0.0135721,0.0134075,0.0186577,0.0175313,0.018782,0.0193326,0.0193728,0.0155819,0.0208042,0.0201416,0.0132474,0.0173689
Lowary 2,1032,12:09:16,mcam04512,-4447.2298,0.926796,3.539,7.8822,51.7527,44.116438,-4.6682764,137.37003,,red,undisturbed soil,,,0.0511996,0.0543737,0.0577437,0.064873,0.0707101,0.0765737,0.0865078,0.0813226,0.124468,0.118465,0.129624,0.138852,0.147349,0.13575,0.144343,0.136316,0.131691,0.134146,0.00318631,0.00514223,0.0034653,0.00859441,0.00309486,0.00677663,0.00911328,0.00423476,0.0124754,0.00658065,0.00740565,0.00838539,0.0134169,0.00761296,0.0131747,0.0130578,0.00753712,0.0132081
Lowary 2,1032,12:09:16,mcam04512,-4447.2298,0.926796,3.539,7.8822,51.7527,44.116438,-4.6682764,137.37003,,teal,dusty rock,Murray,Pahrump Hills,0.0796306,0.0906821,0.101749,0.116312,0.127303,0.145945,0.184673,0.159739,0.314611,0.275121,0.307407,0.346541,0.404155,0.358283,0.404863,0.40586,0.357367,0.403557,0.00367142,0.00626546,0.0063548,0.0108004,0.00490644,0.00973873,0.013534,0.00664259,0.019285,0.0100022,0.00928809,0.00989,0.0215939,0.0112698,0.0236343,0.0242352,0.00979874,0.0209448
Windjana Dump Pile,705,13:03:19,mcam02988,-4457.1023,0.830217,2.928,18.0788,38.4727,21.295524,-4.659819,137.38283,,dark purple,dump piles,Kimberley,Dillinger,0.0890165,0.091387,0.0925725,0.0896902,0.0951852,0.101076,0.102053,0.100199,0.118841,0.114373,0.124128,0.131571,0.138441,0.127219,0.133047,0.125752,0.110727,0.11645,0.00289937,0.00516558,0.00449147,0.00662864,0.0042001,0.00561936,0.006555,0.00468195,0.00750892,0.00536926,0.00537533,0.00526363,0.00719169,0.00486837,0.00735985,0.00703984,0.00427519,0.00641159
Windjana Dump Pile,705,13:03:19,mcam02988,-4457.1023,0.830217,2.928,18.0788,38.4727,21.295524,-4.659819,137.38283,,light blue,dusty rock,Unknown,Unknown,0.0786039,0.0806872,0.101893,0.0946217,0.116163,0.122153,0.13811,0.137709,0.213389,0.217321,0.238883,0.257028,0.263869,0.262517,0.257266,0.254487,0.254119,0.244238,0.00488841,0.00264446,0.00734871,0.00454902,0.00565619,0.00331495,0.00495196,0.00763972,0.00982863,0.0105135,0.0131844,0.0150113,0.0179851,0.0172172,0.0210754,0.0206777,0.0155694,0.0197618
Windjana Dump Pile,705,13:03:19,mcam02988,-4457.1023,0.830217,2.928,18.0788,38.4727,21.295524,-4.659819,137.38283,,red,undisturbed soil,,,0.0682498,0.0790735,0.0865735,0.0941435,0.100024,0.116498,0.136179,0.119489,0.213892,0.188622,0.213915,0.232807,0.274193,0.238538,0.274021,0.269504,0.234782,0.261959,0.00293928,0.00342504,0.0055732,0.00672951,0.00394689,0.00556985,0.00797662,0.00564097,0.012731,0.00859737,0.00863184,0.0088828,0.018624,0.0124458,0.0201949,0.0205099,0.0122681,0.018837
La Reine Ccam,346,11:43:19,mcam01405,-4501.3654,0.806,6.21,5.5555,54.6223,49.519432,-4.594665,137.441,,light blue,dusty rock,Bradbury Group,,0.108089,0.128313,0.127699,0.141616,0.137543,0.160156,0.180051,0.158215,0.237647,0.207555,0.221358,0.234598,0.262815,0.207639,0.231563,0.226192,0.207972,0.239024,0.00715511,0.010661,0.00884168,0.0137301,0.00673182,0.0113895,0.0135776,0.00890416,0.0175075,0.0113475,0.0109373,0.0120846,0.0210242,0.0150545,0.0229818,0.0225879,0.013585,0.0198762
La Reine Ccam,346,11:43:19,mcam01405,-4501.3654,0.806,6.21,5.5555,54.6223,49.519432,-4.594665,137.441,,red,undisturbed soil,,,0.0547168,0.0615065,0.0745641,0.0767455,0.0914261,0.099558,0.122839,0.114765,0.223753,0.205468,0.238739,0.27653,0.313558,0.293837,0.319925,0.319615,0.302024,0.326778,0.00174953,0.00322214,0.00430024,0.00613383,0.00288422,0.00517802,0.00720888,0.00478589,0.0114269,0.00718209,0.00853731,0.010412,0.0138416,0.00898258,0.0153842,0.0154009,0.0095049,0.0143605
La Reine Ccam,346,11:43:19,mcam01405,-4501.3654,0.806,6.21,5.5555,54.6223,49.519432,-4.594665,137.441,,teal,dusty rock,Bradbury Group,,0.076625,0.0831377,0.102247,0.102163,0.120846,0.133638,0.157987,0.152249,0.267206,0.25302,0.285725,0.317636,0.353213,0.32362,0.341662,0.34114,0.326463,0.342271,0.0034471,0.00593519,0.0089123,0.00878331,0.00686158,0.00897257,0.0108713,0.0092318,0.0174129,0.0163278,0.0159603,0.0182822,0.0239668,0.020958,0.026187,0.0268493,0.0213133,0.0250847
Natal Stereo,1879,11:55:32,mcam09830,-4167.4085,0.437473,3.25,29.8005,33.5522,27.200931,-4.7271655,137.37418,,red,undisturbed soil,,,0.0587426,0.0580768,0.0691858,0.0685069,0.0813414,0.0850843,0.0996115,0.0957897,0.151958,0.149095,0.164468,0.17834,0.181366,0.174466,0.175525,0.171161,0.165356,0.167412,0.00216917,0.00457536,0.00331887,0.00688426,0.00261523,0.0052215,0.00709064,0.00375514,0.0102048,0.00587783,0.00694636,0.00810874,0.0137757,0.00868183,0.0154566,0.0161402,0.00880737,0.015747
Natal Stereo,1879,11:55:32,mcam09830,-4167.4085,0.437473,3.25,29.8005,33.5522,27.200931,-4.7271655,137.37418,,teal,dusty rock,Murray,Jura,0.0886208,0.0869422,0.0981065,0.0966576,0.105081,0.114139,0.129092,0.12087,0.177398,0.164602,0.175873,0.192217,0.211891,0.189607,0.203447,0.198982,0.171312,0.186764,0.009861,0.0100747,0.0131328,0.0127059,0.00999445,0.0126997,0.0151847,0.0133628,0.0233181,0.0180095,0.0196807,0.0217412,0.0287401,0.0242209,0.0292557,0.0295166,0.0230678,0.0279444
Rock Hall R2x1,2257,10:46:44,mcam12084,-4144.4608,0.782277,3.965,23.8334,45.8688,34.107079,-4.7284922,137.37812,,dark blue,dusty rock,Murray,Jura,0.0664487,0.0826663,0.0870403,0.100586,0.098332,0.118685,0.147737,0.12307,0.236914,0.189353,0.220064,0.24704,0.294706,0.240973,0.290345,0.293084,0.256311,0.295847,0.0030449,0.00417302,0.00452046,0.00501567,0.00350054,0.00460056,0.0062256,0.00482615,0.0110732,0.00682994,0.00858965,0.00916471,0.0165724,0.0111928,0.0171208,0.0178727,0.0116535,0.0145611
Rock Hall R2x1,2257,10:46:44,mcam12084,-4144.4608,0.782277,3.965,23.8334,45.8688,34.107079,-4.7284922,137.37812,,light blue,dusty rock,Murray,Jura,0.0649006,0.0728728,0.0711754,0.0812573,0.0809071,0.0915459,0.114874,0.102719,0.198292,0.181525,0.19942,0.235703,0.254035,0.229599,0.253552,0.260459,0.26136,0.278798,0.00612106,0.00871959,0.00745181,0.0103046,0.00608741,0.00819314,0.0118024,0.007662,0.0188589,0.0112634,0.00989911,0.0123134,0.0197245,0.0144879,0.0219159,0.0226175,0.0143805,0.0226046
Rock Hall R2x1,2257,10:46:44,mcam12084,-4144.4608,0.782277,3.965,23.8334,45.8688,34.107079,-4.7284922,137.37812,,red,undisturbed soil,,,0.0404524,0.0488239,0.0500194,0.0593045,0.059269,0.0722739,0.0856901,0.0736666,0.137529,0.119113,0.13397,0.147569,0.172553,0.141977,0.161805,0.156416,0.136444,0.154647,0.000966235,0.00244556,0.00295336,0.00484755,0.00168176,0.00411288,0.00644735,0.00292074,0.0121435,0.00548517,0.00784823,0.00918313,0.0150569,0.00973565,0.0153467,0.0156605,0.00929865,0.0148713
Rock Hall R2x1,2257,10:46:44,mcam12084,-4144.4608,0.782277,3.965,23.8334,45.8688,34.107079,-4.7284922,137.37812,,teal,dusty rock,Murray,Jura,0.0585833,0.0621633,0.0760648,0.0764274,0.0954775,0.103007,0.125062,0.122625,0.227544,0.218434,0.249904,0.288031,0.302033,0.288089,0.293268,0.2983,0.305408,0.304813,0.00271205,0.00416588,0.0073432,0.0069345,0.00440087,0.00643769,0.00946053,0.00784848,0.0166333,0.0104034,0.0158467,0.0182455,0.0191814,0.0182165,0.0202918,0.0213028,0.0202649,0.0204754
Marmion Unit 4x2,297,10:50:30,mcam01238,-4520.8356,0.947682,19.78,18.5417,83.4811,76.538451,-4.589467,137.44914,,dark blue,dusty rock,,,,,,0.124502,,,0.198939,,0.333481,,,,,,,0.437288,,0.442918,,,,0.00452101,,,0.00527815,,0.00887484,,,,,,,0.0138372,,0.0133512
Dauntless_to_Emerald,2316,11:39:14,mcam12363,-4147.9917,1.162918,3.108,6.6238,37.9247,32.89876,-4.7284732,137.38116,,dark blue,dusty rock,Murray,Jura,0.0590549,0.0624189,0.0653728,0.0673372,0.0708835,0.0773589,0.085539,0.083716,0.118033,0.115865,0.121564,0.125837,0.123554,0.113861,0.118178,0.114572,0.1084,0.109947,0.0111492,0.0167455,0.0115317,0.0162355,0.0110071,0.0166028,0.0191645,0.0153514,0.0260754,0.0211041,0.0219636,0.0170334,0.0255195,0.0183469,0.0228431,0.0229351,0.0169188,0.0219239
Dauntless_to_Emerald,2316,11:39:14,mcam12363,-4147.9917,1.162918,3.108,6.6238,37.9247,32.89876,-4.7284732,137.38116,,dark red,disturbed soil,,,0.0460713,0.0484772,0.0525689,0.0549004,0.0625866,0.0664737,0.0764279,0.0733774,0.116263,0.111675,0.122861,0.131973,0.13591,0.123272,0.126889,0.122896,0.11354,0.11902,0.0015772,0.00304474,0.0034213,0.00565921,0.00232001,0.00445188,0.00667304,0.00379356,0.0105741,0.00673759,0.00677201,0.00702659,0.0111753,0.0078895,0.0125406,0.0128521,0.00671041,0.0133867
Dauntless_to_Emerald,2316,11:39:14,mcam12363,-4147.9917,1.162918,3.108,6.6238,37.9247,32.89876,-4.7284732,137.38116,,light blue,dusty rock,Murray,Jura,0.0685999,0.0632352,0.0719169,0.0659306,0.073038,0.072923,0.0824928,0.0855961,0.128104,0.129393,0.145088,0.167747,0.167275,0.163459,0.159902,0.159479,0.161886,0.158587,0.0169103,0.0112506,0.0185691,0.0109307,0.00940205,0.00866409,0.010244,0.0140424,0.0143358,0.018412,0.0161324,0.0188252,0.0185346,0.0231759,0.0198281,0.0193411,0.0229721,0.0192624
Dauntless_to_Emerald,2316,11:39:14,mcam12363,-4147.9917,1.162918,3.108,6.6238,37.9247,32.89876,-4.7284732,137.38116,,red,undisturbed soil,,,0.0499286,0.0570506,0.0544117,0.0636002,0.0614178,0.0735751,0.0812566,0.0708277,0.108575,0.0946105,0.100614,0.103989,0.122574,0.0967328,0.111072,0.106518,0.0886643,0.102793,0.00258086,0.00583007,0.00515346,0.0097218,0.00271223,0.0078922,0.0106162,0.00532829,0.0139914,0.00834511,0.00761683,0.00751764,0.0118631,0.00648495,0.0122848,0.0124568,0.00523744,0.011
Dauntless_to_Emerald,2316,11:39:14,mcam12363,-4147.9917,1.162918,3.108,6.6238,37.9247,32.89876,-4.7284732,137.38116,,teal,dusty rock,Murray,Jura,0.0666706,0.0634139,0.0752973,0.0716811,0.0878437,0.0877944,0.102628,0.106817,0.167238,0.170737,0.191692,0.22103,0.22012,0.218353,0.211681,0.211112,0.212192,0.206942,0.0058993,0.00499986,0.00924134,0.00667633,0.007081,0.00691964,0.00890477,0.0103996,0.0132035,0.0167826,0.0133507,0.0161857,0.0167293,0.0203006,0.0168172,0.0170864,0.0184232,0.0159159
Taltheilei,37,13:28:29,mcam00160,-4503.7686,0.740077,2.79,23.7263,40.9064,17.828827,-4.590122,137.44289,,light blue,dusty rock,Bradbury Group,,,0.0730554,,,,,,,,,,,0.378895,,0.382767,0.392633,,0.41087,,0.00488046,,,,,,,,,,,0.0142586,,0.018451,0.0195098,,0.0183452
Taltheilei,37,13:28:29,mcam00160,-4503.7686,0.740077,2.79,23.7263,40.9064,17.828827,-4.590122,137.44289,,light green,DRT target,Bradbury Group,,,0.0901732,,,,,,,,,,,0.293653,,0.28716,0.289604,,0.302802,,0.00678433,,,,,,,,,,,0.038054,,0.0392263,0.0400738,,0.0422318
Taltheilei,37,13:28:29,mcam00160,-4503.7686,0.740077,2.79,23.7263,40.9064,17.828827,-4.590122,137.44289,,red,undisturbed soil,,,,0.0449209,,,,,,,,,,,0.266862,,0.2717,0.274599,,0.290285,,0.00472242,,,,,,,,,,,0.0206848,,0.0222235,0.0217449,,0.0207818
Taltheilei,37,13:28:29,mcam00160,-4503.7686,0.740077,2.79,23.7263,40.9064,17.828827,-4.590122,137.44289,,teal,dusty rock,Bradbury Group,,,0.100154,,,,,,,,,,,0.332322,,0.314043,0.316829,,0.333748,,0.00426268,,,,,,,,,,,0.0171074,,0.0226798,0.0210016,,0.018011
Cuttyhill,2338,11:13:22,mcam12420,-4151.0729,1.087183,3.221,11.608,34.8642,45.61465,-4.7277203,137.38154,,bright red,undisturbed soil,,,0.0466125,0.0434837,0.0509097,0.0465034,0.059074,0.0561018,0.0621185,0.067333,0.0882364,0.0956476,0.103087,0.107369,0.0978217,0.0963058,0.0903471,0.0857198,0.0887791,0.0832015,0.0022396,0.00234648,0.00372675,0.00350313,0.0029771,0.00275813,0.00424252,0.00398907,0.00614081,0.00608529,0.00571604,0.00609027,0.00643263,0.0051764,0.00666377,0.00662331,0.00453645,0.00654967
Cuttyhill,2338,11:13:22,mcam12420,-4151.0729,1.087183,3.221,11.608,34.8642,45.61465,-4.7277203,137.38154,,dark blue,dusty rock,Murray,Jura,0.0938009,0.122059,0.0954617,0.128035,0.104713,0.13741,0.163092,0.12639,0.248881,0.200922,0.233521,0.274176,0.327747,0.26063,0.317052,0.319079,0.261062,0.317127,0.0134001,0.0273585,0.0126113,0.0256407,0.0114927,0.0188095,0.0228599,0.0141043,0.0239814,0.0200071,0.0183066,0.0208971,0.0185868,0.019351,0.0271927,0.0272091,0.0188604,0.0228249
Cuttyhill,2338,11:13:22,mcam12420,-4151.0729,1.087183,3.221,11.608,34.8642,45.61465,-4.7277203,137.38154,,light blue,dusty rock,Murray,Jura,0.0674164,0.0687566,0.0844282,0.0840719,0.106859,0.111656,0.134186,0.134092,0.233255,0.232517,0.265724,0.302432,0.312509,0.307437,0.301973,0.302348,0.305967,0.30021,0.00439537,0.00571754,0.00553776,0.00684203,0.00444225,0.00644218,0.0088666,0.00677154,0.0158082,0.011924,0.0115522,0.0142315,0.0194846,0.0172189,0.0222817,0.0227248,0.0161481,0.0204577
Cuttyhill,2338,11:13:22,mcam12420,-4151.0729,1.087183,3.221,11.608,34.8642,45.61465,-4.7277203,137.38154,,red,undisturbed soil,,,0.039914,0.0485196,0.0473782,0.0587346,0.057269,0.0690765,0.0822102,0.067153,0.123033,0.101345,0.111431,0.11863,0.139454,0.111797,0.134065,0.128576,0.106512,0.126665,0.00166192,0.00316597,0.00361661,0.00564484,0.00245915,0.00462345,0.00730996,0.00422395,0.0113845,0.00670437,0.00632807,0.0063535,0.0110798,0.00619237,0.0124994,0.0123311,0.00544276,0.0108045
Cuttyhill,2338,11:13:22,mcam12420,-4151.0729,1.087183,3.221,11.608,34.8642,45.61465,-4.7277203,137.38154,,teal,dusty rock,Murray,Jura,0.143781,0.135874,0.137651,0.137519,0.138954,0.138085,0.155911,0.157132,0.193091,0.195637,0.204548,0.21348,0.212814,0.21177,0.209021,0.20287,0.207686,0.20289,0.0208942,0.030633,0.0257735,0.029436,0.0143486,0.0214285,0.0255323,0.0215045,0.0231741,0.0210834,0.0142736,0.0150666,0.0206627,0.016907,0.0236762,0.0220536,0.0147253,0.0215981
Photom Sunset 1x2,1537,15:01:03,mcam07901,-4342.3118,0.847754,26.074,48.0696,71.1789,118.95686,-4.7063226,137.3567,,dark blue,dusty rock,Murray,Sutton Island,0.154677,,,,0.202678,,,,,,,0.468086,,,,,0.482416,,0.0135419,,,,0.019368,,,,,,,0.0406215,,,,,0.046157,
Photom Sunset 1x2,1537,15:01:03,mcam07901,-4342.3118,0.847754,26.074,48.0696,71.1789,118.95686,-4.7063226,137.3567,,light blue,dusty rock,Murray,Sutton Island,0.147178,,,,0.175314,,,,,,,0.450084,,,,,0.47465,,0.0144271,,,,0.0165166,,,,,,,0.0280332,,,,,0.0336942,
Photom Sunset 1x2,1537,15:01:03,mcam07901,-4342.3118,0.847754,26.074,48.0696,71.1789,118.95686,-4.7063226,137.3567,,red,undisturbed soil,,,0.0476284,,,,0.0617008,,,,,,,0.124267,,,,,0.117103,,0.00626939,,,,0.00726131,,,,,,,0.0147491,,,,,0.0139999,
Berwickshire Stereo,2663,11:57:28,mcam13956,,,,18.857,,,,,,dark blue,dusty rock,Murray,,0.09895,0.100373,0.122619,0.125281,0.150732,0.160344,0.186913,0.183151,0.28107,0.268792,0.283369,0.300921,0.330309,0.299412,0.323656,0.319763,0.287613,0.308546,0.00425884,0.00661873,0.00623111,0.00822757,0.0046729,0.00837256,0.00978945,0.00615187,0.0152866,0.01112,0.0151393,0.0171441,0.0236277,0.0200361,0.0264078,0.0267988,0.02052,0.0259263
Berwickshire Stereo,2663,11:57:28,mcam13956,,,,18.857,,,,,,light blue,dusty rock,Murray,,0.0700842,0.0741804,0.0923468,0.0963403,0.116711,0.121317,0.153721,0.14981,0.266517,0.26126,0.29001,0.328938,0.347115,0.340862,0.349809,0.348671,0.340858,0.346918,0.00295121,0.00379267,0.00530211,0.00761432,0.00487564,0.00659588,0.0103955,0.00664554,0.0175183,0.00962838,0.00895112,0.00904265,0.01805,0.0126567,0.0227208,0.0227863,0.010859,0.0211299
Berwickshire Stereo,2663,11:57:28,mcam13956,,,,18.857,,,,,,light green,DRT target,Murray,,0.125436,0.141716,0.146541,0.159815,0.170975,0.183897,0.205926,0.199438,0.259313,0.266237,0.273802,0.287591,0.277518,0.285168,0.272379,0.266585,0.273053,0.256989,0.00595858,0.0098061,0.00698254,0.0116331,0.00494006,0.0107347,0.0122993,0.00709837,0.0157756,0.00923739,0.00942172,0.0107202,0.0178195,0.0129881,0.0195592,0.0191934,0.0122161,0.017062
Berwickshire Stereo,2663,11:57:28,mcam13956,,,,18.857,,,,,,red,undisturbed soil,,,0.0529224,0.0548039,0.065382,0.0666134,0.0791789,0.0813797,0.0962411,0.0950369,0.152035,0.150016,0.162842,0.178172,0.184166,0.17597,0.184969,0.178434,0.171161,0.175293,0.00219154,0.00386309,0.00411765,0.00696644,0.00324933,0.00602371,0.00857886,0.00518235,0.0134828,0.00762141,0.00768502,0.00811536,0.0149978,0.0096886,0.0170822,0.0172388,0.00910805,0.0176913
Galo,1405,13:16:54,mcam06879,,0.663334,,19.2669,87.5119,68.605207,-4.6851333,137.35613,,dark blue,dusty rock,Murray,Hartmann's Valley,0.0779344,,0.0967583,,0.118043,,,0.147581,,0.239955,0.266744,0.299612,,0.301396,,,0.298259,,0.00511417,,0.0106283,,0.00971193,,,0.014172,,0.0232121,0.0243887,0.0273824,,0.0314885,,,0.0302619,
Galo,1405,13:16:54,mcam06879,,0.663334,,19.2669,87.5119,68.605207,-4.6851333,137.35613,,light blue,dusty rock,Murray,Hartmann's Valley,0.077259,,0.0900934,,0.109847,,,0.131676,,0.206491,0.229464,0.25439,,0.253399,,,0.256819,,0.00531325,,0.0109979,,0.00967834,,,0.0147079,,0.0242915,0.0254438,0.0281246,,0.0318945,,,0.0302738,
Galo,1405,13:16:54,mcam06879,,0.663334,,19.2669,87.5119,68.605207,-4.6851333,137.35613,,pink,,,,0.0663791,,0.0797183,,0.103264,,,0.125939,,0.214099,0.243069,0.275971,,0.289448,,,0.293106,,0.00305191,,0.00504369,,0.00480325,,,0.00660328,,0.0105015,0.0112683,0.0128573,,0.0154612,,,0.0157817,
Galo,1405,13:16:54,mcam06879,,0.663334,,19.2669,87.5119,68.605207,-4.6851333,137.35613,,red,undisturbed soil,,,0.0583737,,0.0646724,,0.0743446,,,0.086404,,0.123688,0.135225,0.146457,,0.142105,,,0.135279,,0.0024489,,0.00499654,,0.00468831,,,0.00711712,,0.0108351,0.0122718,0.0136092,,0.0144004,,,0.0145925,
Galo,1405,13:16:54,mcam06879,,0.663334,,19.2669,87.5119,68.605207,-4.6851333,137.35613,,teal,dusty rock,Murray,Hartmann's Valley,0.0623979,,0.0751758,,0.0881431,,,0.107302,,0.165677,0.184939,0.208838,,0.207533,,,0.215204,,0.00842177,,0.0144735,,0.0127037,,,0.0178092,,0.0259581,0.0262994,0.0292354,,0.031225,,,0.030135,
Photom Sunset 1x2,1356,16:52:31,mcam06609,,0.713138,,74.0898,71.4021,145.49041,-4.6786699,137.35782,,dark blue,dusty rock,Murray,Hartmann's Valley,0.296409,,,,0.358806,,,,,,,0.730943,,,,,0.778399,,0.0596553,,,,0.0638599,,,,,,,0.101838,,,,,0.114036,
Photom Sunset 1x2,1356,16:52:31,mcam06609,,0.713138,,74.0898,71.4021,145.49041,-4.6786699,137.35782,,light blue,dusty rock,Murray,Hartmann's Valley,0.191867,,,,0.241308,,,,,,,0.556905,,,,,0.619413,,0.0277716,,,,0.0292852,,,,,,,0.0525569,,,,,0.0565696,
Photom Sunset 1x2,1356,16:52:31,mcam06609,,0.713138,,74.0898,71.4021,145.49041,-4.6786699,137.35782,,red,undisturbed soil,,,0.159044,,,,0.204248,,,,,,,0.442958,,,,,0.47776,,0.0284504,,,,0.0318231,,,,,,,0.0554646,,,,,0.0533998,
Photom East 2x1,1136,10:59:20,mcam05076,-4448.2511,0.538731,73.332,29.2635,77.6833,86.165254,-4.6731459,137.36865,,dark blue,dusty rock,Stimson,,0.123626,,,,0.171696,,,,,,,0.321001,,,,,0.308095,,0.00351309,,,,0.00508393,,,,,,,0.0071438,,,,,0.00760082,
Photom East 2x1,1136,10:59:20,mcam05076,-4448.2511,0.538731,73.332,29.2635,77.6833,86.165254,-4.6731459,137.36865,,light blue,dusty rock,Stimson,,0.0948777,,,,0.142541,,,,,,,0.338637,,,,,0.349756,,0.00336894,,,,0.00369826,,,,,,,0.00682307,,,,,0.00863897,
Photom East 2x1,1136,10:59:20,mcam05076,-4448.2511,0.538731,73.332,29.2635,77.6833,86.165254,-4.6731459,137.36865,,red,undisturbed soil,,,0.0560594,,,,0.0751931,,,,,,,0.140068,,,,,0.126653,,0.00168409,,,,0.00203929,,,,,,,0.00437969,,,,,0.0049643,
Photom Antisunset 2x1,2005,15:50:13,mcam10543,-4166.393,0.50545,11.968,59.6434,72.1276,12.760731,-4.724768,137.38036,,dark blue,dusty rock,Murray,Pettegrove Point,0.135578,,,,0.146893,,,,,,,0.411664,,0.373983,,,0.451616,,0.00639505,,,,0.00673757,,,,,,,0.0144679,,0.0136461,,,0.018277,
