name,sol,ltst,seq_id,target_elevation,tau,focal_distance,incidence_angle,emission_angle,phase_angle,lat,lon,sclk,color,feature,formation,member,L2,R2,L0B,R0B,L1,R1,R0G,L0G,R0R,L0R,L4,L3,R3,L5,R4,R5,L6,R6,L2_err,R2_err,L0B_err,R0B_err,L1_err,R1_err,R0G_err,L0G_err,R0R_err,L0R_err,L4_err,L3_err,R3_err,L5_err,R4_err,R5_err,L6_err,R6_err
Stoneyburn,2169,12:16:35,mcam11681,-4160.7454,1.485384,62.128,19.2104,78.1336,74.768701,-4.7276049,137.37832,,red,undisturbed soil,,,0.0502383,0.0571253,0.0589983,0.0655279,0.0692345,0.0779144,0.0859688,0.0807064,0.119525,0.110968,0.121701,0.126573,0.133857,0.119321,0.124988,0.120211,0.110601,0.11623,0.00247566,0.00339497,0.00555641,0.00494784,0.00427062,0.00463726,0.00661209,0.00556264,0.0103717,0.00777974,0.00922941,0.00735188,0.00910959,0.00906736,0.00891055,0.0100764,0.00836411,0.00847099
Stoneyburn,2169,12:16:35,mcam11681,-4160.7454,1.485384,62.128,19.2104,78.1336,74.768701,-4.7276049,137.37832,,teal,dusty rock,Murray,Jura,0.0784249,0.0867888,0.0997886,0.101241,0.118025,0.127974,0.14365,0.143236,0.201716,0.199102,0.210883,0.222973,0.225405,0.21396,0.212416,0.208968,0.195058,0.195048,0.00621593,0.00786119,0.0129982,0.0137821,0.00646368,0.0100571,0.0141497,0.0150373,0.0180378,0.0181115,0.0170125,0.0194459,0.0224676,0.0187867,0.0223179,0.0218449,0.0178946,0.0200224
Photom West 1x2,1140,16:09:47,mcam05164,-36564.501,0.508184,99999.0,66.3977,71.2571,137.55482,-4.6731459,137.36865,,dark blue,dusty rock,Stimson,,0.187528,,,,0.235174,,,,,,,0.415319,,,,,0.445312,,0.03299,,,,0.0375128,,,,,,,0.0544257,,,,,0.0577364,
Photom West 1x2,1140,16:09:47,mcam05164,-36564.501,0.508184,99999.0,66.3977,71.2571,137.55482,-4.6731459,137.36865,,dark red,disturbed soil,,,0.0628008,,,,0.0892699,,,,,,,0.200965,,,,,0.220435,,0.0167419,,,,0.0233498,,,,,,,0.0465606,,,,,0.0538953,
Photom West 1x2,1140,16:09:47,mcam05164,-36564.501,0.508184,99999.0,66.3977,71.2571,137.55482,-4.6731459,137.36865,,light blue,dusty rock,Stimson,,0.18037,,,,0.231833,,,,,,,0.487046,,,,,0.541642,,0.0204261,,,,0.0225266,,,,,,,0.0391502,,,,,0.0422411,
Photom West 1x2,1140,16:09:47,mcam05164,-36564.501,0.508184,99999.0,66.3977,71.2571,137.55482,-4.6731459,137.36865,,red,undisturbed soil,,,0.0922449,,,,0.122842,,,,,,,0.243149,,,,,0.257577,,0.0167403,,,,0.0190217,,,,,,,0.0341871,,,,,0.0357344,
Clay Unit L3x1 R11x1,1940,12:18:06,mcam10141,,0.3319,52.82,27.107,91.8877,66.950204,-4.7293781,137.37607,,dark blue,dusty rock,Murray,Knockfarril Hill,0.0756644,0.0930387,0.0880883,0.102818,0.100152,0.124156,0.150551,0.118758,0.229589,0.177212,0.195451,0.21354,0.272734,0.208696,0.263799,0.263169,0.202203,0.258205,0.00325184,0.00559947,0.00911392,0.0139036,0.00642175,0.0103661,0.0166236,0.0103683,0.0239177,0.014456,0.0162151,0.0216155,0.0297645,0.0234282,0.0341897,0.0339077,0.0224629,0.0342286
Clay Unit L3x1 R11x1,1940,12:18:06,mcam10141,,0.3319,52.82,27.107,91.8877,66.950204,-4.7293781,137.37607,,light blue,dusty rock,Murray,Knockfarril Hill,0.0629627,0.072581,0.0761459,0.0833556,0.0975578,0.111352,0.132591,0.119306,0.226103,0.203706,0.230529,0.263041,0.297439,0.262541,0.28964,0.290317,0.261805,0.28602,0.00394458,0.00487158,0.00662834,0.008812,0.00481985,0.0071409,0.00985874,0.00689728,0.0142384,0.0122784,0.0106267,0.00805502,0.0188244,0.00925439,0.0189167,0.0197178,0.00960603,0.0184095
Clay Unit L3x1 R11x1,1940,12:18:06,mcam10141,,0.3319,52.82,27.107,91.8877,66.950204,-4.7293781,137.37607,,sienna,,,,0.056286,0.0615514,0.0709718,0.0720261,0.0899451,0.097071,0.117581,0.11006,0.213436,0.200395,0.233778,0.270396,0.298062,0.281697,0.300582,0.301316,0.289355,0.301426,0.00252516,0.00295506,0.00535003,0.00573382,0.00368997,0.00503946,0.00743759,0.00595725,0.0127572,0.00858451,0.00904146,0.0122572,0.0183297,0.014682,0.0197271,0.0199695,0.0133753,0.0191169
Clay Unit L3x1 R11x1,1940,12:18:06,mcam10141,,0.3319,52.82,27.107,91.8877,66.950204,-4.7293781,137.37607,,teal,dusty rock,Murray,Knockfarril Hill,0.0306054,0.0294387,0.038375,0.0332361,0.0466268,0.0442824,0.0479829,0.0505181,0.073023,0.0808455,0.0857831,0.0925285,0.0927765,0.0862588,0.0931097,0.0892792,0.0895115,0.0916888,0.0062753,0.0110542,0.0116463,0.0144928,0.00911178,0.014159,0.0179223,0.0122206,0.0233702,0.0166148,0.0151522,0.0167599,0.0236501,0.0139411,0.0231754,0.0234983,0.0131558,0.0217358
Cumberland,277,11:42:39,mcam01198,-4520.5456,1.091842,2.739,11.9976,40.7304,50.935839,-4.589479,137.44911,,dark green,broken rock face,Yellowknife Bay,Sheepbed,,0.0691631,,0.088837,,0.119909,0.1465,,0.237237,,,,0.303157,,0.289625,0.285223,,0.288293,,0.0134006,,0.0190727,,0.0215559,0.0280289,,0.0432987,,,,0.0497684,,0.0482456,0.0488264,,0.0455945
Cumberland,277,11:42:39,mcam01198,-4520.5456,1.091842,2.739,11.9976,40.7304,50.935839,-4.589479,137.44911,,goldenrod,veins,,,,0.0945293,,0.121106,,0.156261,0.203215,,0.356441,,,,0.496348,,0.497261,0.500394,,0.502775,,0.0153318,,0.0223262,,0.0218127,0.0288153,,0.0415569,,,,0.0464162,,0.0492772,0.0500166,,0.0475223
Cumberland,277,11:42:39,mcam01198,-4520.5456,1.091842,2.739,11.9976,40.7304,50.935839,-4.589479,137.44911,,light blue,dusty rock,Yellowknife Bay,Sheepbed,,0.0659812,,0.0835404,,0.115255,0.147102,,0.26302,,,,0.349307,,0.3472,0.345743,,0.354635,,0.00472558,,0.00682407,,0.00737088,0.00948563,,0.0134553,,,,0.0149635,,0.0175223,0.0182863,,0.01698
Cumberland,277,11:42:39,mcam01198,-4520.5456,1.091842,2.739,11.9976,40.7304,50.935839,-4.589479,137.44911,,light green,DRT target,Yellowknife Bay,Sheepbed,,0.104255,,0.126329,,0.163752,0.194294,,0.276121,,,,0.324635,,0.302958,0.296719,,0.300004,,0.0089875,,0.0125236,,0.0139512,0.0160109,,0.0183975,,,,0.0166111,,0.0165658,0.0144182,,0.0138407
Cumberland,277,11:42:39,mcam01198,-4520.5456,1.091842,2.739,11.9976,40.7304,50.935839,-4.589479,137.44911,,red,undisturbed soil,,,,0.0451744,,0.0557866,,0.0769149,0.0965353,,0.176252,,,,0.246215,,0.248715,0.247043,,0.254081,,0.00253639,,0.00498126,,0.00441614,0.00685833,,0.0124294,,,,0.0182291,,0.0200966,0.0206921,,0.0206286
Photom Sunset 2x1,1462,17:06:51,mcam07307,-4394.8454,1.05185,62.128,76.0315,73.8459,149.26794,-4.6952022,137.35301,,dark blue,dusty rock,Murray,Karasburg,0.0758934,,,,0.118271,,,,,,,0.227047,,,,,0.223123,,0.0143,,,,0.0153653,,,,,,,0.0234738,,,,,0.0276818,
Photom Sunset 2x1,1462,17:06:51,mcam07307,-4394.8454,1.05185,62.128,76.0315,73.8459,149.26794,-4.6952022,137.35301,,goldenrod,veins,,,0.286017,,,,0.380884,,,,,,,0.724533,,,,,0.724328,,0.0519748,,,,0.0664531,,,,,,,0.0786766,,,,,0.0875934,
Photom Sunset 2x1,1462,17:06:51,mcam07307,-4394.8454,1.05185,62.128,76.0315,73.8459,149.26794,-4.6952022,137.35301,,light blue,dusty rock,Murray,Karasburg,0.295254,,,,0.350559,,,,,,,0.683331,,,,,0.716079,,0.0259544,,,,0.0261626,,,,,,,0.0431999,,,,,0.0509445,
Photom Sunset 2x1,1462,17:06:51,mcam07307,-4394.8454,1.05185,62.128,76.0315,73.8459,149.26794,-4.6952022,137.35301,,light cyan,nodule-rich rock,Murray,Karasburg,0.12944,,,,0.170101,,,,,,,0.324289,,,,,0.328626,,0.0770749,,,,0.0806675,,,,,,,0.105697,,,,,0.114394,
Photom Sunset 2x1,1462,17:06:51,mcam07307,-4394.8454,1.05185,62.128,76.0315,73.8459,149.26794,-4.6952022,137.35301,,red,undisturbed soil,,,0.137756,,,,0.159853,,,,,,,0.270974,,,,,0.265995,,0.0182447,,,,0.0187689,,,,,,,0.0249641,,,,,0.0297548,
photom_antisunset_az_1x2,2432,15:32:27,mcam12877,-4157.4873,0.507071,21.824,56.1472,71.4378,15.479901,-4.72726,137.38405,,dark blue,dusty rock,,,0.118485,,,,0.14685,,,,,,,0.321026,,,,,0.313471,,0.00458672,,,,0.00927699,,,,,,,0.0146665,,,,,0.0184079,
photom_antisunset_az_1x2,2432,15:32:27,mcam12877,-4157.4873,0.507071,21.824,56.1472,71.4378,15.479901,-4.72726,137.38405,,light blue,dusty rock,,,0.123167,,,,0.18067,,,,,,,0.407964,,,,,0.405881,,0.00218912,,,,0.00346684,,,,,,,0.012378,,,,,0.0135855,
photom_antisunset_az_1x2,2432,15:32:27,mcam12877,-4157.4873,0.507071,21.824,56.1472,71.4378,15.479901,-4.72726,137.38405,,red,undisturbed soil,,,0.0969387,,,,0.122433,,,,,,,0.199168,,,,,0.171495,,0.00294649,,,,0.00408696,,,,,,,0.009381,,,,,0.00892498,
Zephyr Ledges 2x1,1790,11:46:36,mcam09243,-4225.4615,0.546495,3.647,23.6498,52.2741,31.794681,-4.7217244,137.37162,,light blue,dusty rock,Murray,Blunts Point,0.0809685,0.0799324,0.0955025,0.0958216,0.105269,0.110327,0.136651,0.132062,0.247431,0.235436,0.266883,0.30526,0.311452,0.287341,0.290776,0.297833,0.298133,0.308834,0.00342041,0.00471553,0.00744108,0.00923145,0.00957701,0.011523,0.0163028,0.0136739,0.0266896,0.0224297,0.023685,0.0239631,0.0306738,0.0251799,0.0315353,0.0320178,0.0228982,0.0305192
Zephyr Ledges 2x1,1790,11:46:36,mcam09243,-4225.4615,0.546495,3.647,23.6498,52.2741,31.794681,-4.7217244,137.37162,,red,undisturbed soil,,,0.0504753,0.0482626,0.0575076,0.0553865,0.063056,0.0643607,0.0711481,0.0706472,0.0906878,0.089385,0.0930424,0.0931715,0.0903856,0.0824695,0.0823499,0.0782385,0.0732826,0.0745533,0.00365111,0.00488029,0.0059494,0.00937975,0.00468624,0.0074583,0.0100727,0.00601166,0.0139313,0.00797632,0.00948858,0.0095408,0.0146737,0.00925083,0.0140361,0.014138,0.00933132,0.0137735
Zephyr Ledges 2x1,1790,11:46:36,mcam09243,-4225.4615,0.546495,3.647,23.6498,52.2741,31.794681,-4.7217244,137.37162,,teal,dusty rock,Murray,Blunts Point,0.0765015,0.0728676,0.0836605,0.081733,0.0866066,0.0927134,0.109513,0.108003,0.178152,0.166013,0.182272,0.191773,0.194113,0.169026,0.173844,0.174719,0.169145,0.173614,0.00315936,0.00470952,0.00551714,0.00596614,0.00369214,0.00540515,0.00707896,0.00621973,0.0109801,0.0112992,0.0120463,0.0131709,0.0138993,0.0113421,0.0142738,0.0146473,0.0118579,0.0136622
Mirabib Lall 2x1 Rall,1276,13:22:36,mcam05989,-4427.1495,0.414656,2.952,33.1763,55.0867,40.692402,-4.6786071,137.36247,,light blue,dusty rock,Murray,Pahrump Hills,0.0653212,0.0787376,0.0880512,0.102581,0.109098,0.131464,0.1655,0.145399,0.271674,0.233614,0.259635,0.293068,0.345443,0.300973,0.348115,0.347472,0.299447,0.343409,0.00197428,0.00343654,0.00373294,0.00668091,0.00320942,0.00577487,0.00822107,0.00489715,0.0134419,0.00714879,0.00851107,0.0100392,0.0196213,0.0120959,0.0229774,0.0233887,0.0113374,0.0218334
Mirabib Lall 2x1 Rall,1276,13:22:36,mcam05989,-4427.1495,0.414656,2.952,33.1763,55.0867,40.692402,-4.6786071,137.36247,,light green,DRT target,Murray,Pahrump Hills,0.0911713,0.10881,0.106041,0.121742,0.112669,0.135373,0.157045,0.139214,0.212985,0.1871,0.201907,0.228823,0.267636,0.228315,0.263446,0.259095,0.217997,0.246747,0.00368366,0.00493195,0.00458788,0.00749639,0.00429234,0.00668329,0.0082023,0.00535048,0.0110245,0.00771834,0.00860145,0.00944297,0.0145904,0.0101914,0.0175686,0.0173181,0.0117076,0.0150266
Mirabib Lall 2x1 Rall,1276,13:22:36,mcam05989,-4427.1495,0.414656,2.952,33.1763,55.0867,40.692402,-4.6786071,137.36247,,teal,dusty rock,Murray,Pahrump Hills,0.070506,0.0752343,0.085348,0.0875934,0.0988518,0.107235,0.123276,0.122159,0.174979,0.172638,0.18463,0.202451,0.208209,0.204086,0.209922,0.205338,0.200299,0.202604,0.00381508,0.00630987,0.00770753,0.00923277,0.00657311,0.00868224,0.0118078,0.00962588,0.0172679,0.0135581,0.0130055,0.0139475,0.020136,0.0160936,0.0229685,0.024364,0.0137137,0.0222916
Littleton_Lebanon,640,12:27:02,mcam02718,,0.336145,10.27,22.8422,78.9917,59.050264,-4.6402296,137.39876,,red,undisturbed soil,,,0.0749753,0.0874249,0.0944591,0.106345,0.115394,0.137109,0.162703,0.140376,0.26192,0.222521,0.24998,0.278787,0.335278,0.28329,0.336586,0.333197,0.277951,0.325112,0.00360621,0.00713836,0.00661625,0.0141664,0.00544745,0.0111564,0.0162709,0.00718214,0.0243468,0.0106066,0.0109526,0.0114773,0.0263753,0.0129938,0.0298145,0.0308962,0.0113026,0.0282395
Photom east 1x2,171,11:56:47,mcam00916,-4518.4149,1.109297,4.084,19.5544,267.964,67.486347,-4.589485,137.44913,,dark blue,dusty rock,Yellowknife Bay,Sheepbed,0.0708408,,,,0.117602,,,,,,,0.303856,,,,,0.311247,,0.00339317,,,,0.00584939,,,,,,,0.014656,,,,,0.0172171,
Photom east 1x2,171,11:56:47,mcam00916,-4518.4149,1.109297,4.084,19.5544,267.964,67.486347,-4.589485,137.44913,,dark red,disturbed soil,,,0.0384857,,,,0.0599431,,,,,,,0.171821,,,,,0.174889,,0.00529453,,,,0.00823766,,,,,,,0.023836,,,,,0.0234025,
Photom east 1x2,171,11:56:47,mcam00916,-4518.4149,1.109297,4.084,19.5544,267.964,67.486347,-4.589485,137.44913,,light blue,dusty rock,Yellowknife Bay,Sheepbed,0.0577601,,,,0.103996,,,,,,,0.357289,,,,,0.397868,,0.00327949,,,,0.00533693,,,,,,,0.0100794,,,,,0.0111207,
Photom east 1x2,171,11:56:47,mcam00916,-4518.4149,1.109297,4.084,19.5544,267.964,67.486347,-4.589485,137.44913,,red,undisturbed soil,,,0.0454673,,,,0.0792516,,,,,,,0.264043,,,,,0.28962,,0.00330472,,,,0.00538953,,,,,,,0.0126966,,,,,0.0142443,
Photom Antisunset 2x1,2006,11:15:11,mcam10555,-4166.392,0.48757,11.968,19.9854,72.1324,79.669184,-4.724768,137.38036,,dark blue,dusty rock,Murray,Pettegrove Point,0.107267,,,,0.114486,,,,,,,0.26251,,0.249226,,,0.286233,,0.00700355,,,,0.00496957,,,,,,,0.0121794,,0.0162625,,,0.0200059,
Photom Antisunset 2x1,2006,11:15:11,mcam10555,-4166.392,0.48757,11.968,19.9854,72.1324,79.669184,-4.724768,137.38036,,light blue,dusty rock,Murray,Pettegrove Point,0.0899858,,,,0.123907,,,,,,,0.334312,,0.324761,,,0.36586,,0.00411301,,,,0.00493831,,,,,,,0.0096042,,0.0113224,,,0.0118102,
Photom Antisunset 2x1,2006,11:15:11,mcam10555,-4166.392,0.48757,11.968,19.9854,72.1324,79.669184,-4.724768,137.38036,,red,undisturbed soil,,,0.0515028,,,,0.0687138,,,,,,,0.14622,,0.140358,,,0.137675,,0.00205164,,,,0.00252144,,,,,,,0.00554332,,0.00563364,,,0.00550559,
Photom Antisunset 2x1,2006,11:15:11,mcam10555,-4166.392,0.48757,11.968,19.9854,72.1324,79.669184,-4.724768,137.38036,,teal,dusty rock,Murray,Pettegrove Point,0.091286,,,,0.128005,,,,,,,0.311932,,0.318804,,,0.330595,,0.00579517,,,,0.00764719,,,,,,,0.0204894,,0.0236398,,,0.0221031,
Photom west 1x2,397,13:49:43,mcam01644,,0.67569,,30.8991,71.0413,100.89223,-4.607217,137.42628,,dark blue,dusty rock,Bradbury Group,,0.0770126,,,,0.121838,,,,,,,0.324958,,,,,0.349773,,0.00684634,,,,0.0102071,,,,,,,0.0222726,,,,,0.0229811,
Photom west 1x2,397,13:49:43,mcam01644,,0.67569,,30.8991,71.0413,100.89223,-4.607217,137.42628,,light blue,dusty rock,Bradbury Group,,0.0668731,,,,0.111057,,,,,,,0.3403,,,,,0.374662,,0.00753405,,,,0.0119022,,,,,,,0.0232927,,,,,0.0272687,
Photom west 1x2,397,13:49:43,mcam01644,,0.67569,,30.8991,71.0413,100.89223,-4.607217,137.42628,,red,undisturbed soil,,,0.0544118,,,,0.0872224,,,,,,,0.248813,,,,,0.271294,,0.00428966,,,,0.00740047,,,,,,,0.0154796,,,,,0.017433,
Photom west 1x2,397,13:49:43,mcam01644,,0.67569,,30.8991,71.0413,100.89223,-4.607217,137.42628,,teal,dusty rock,Bradbury Group,,0.0565562,,,,0.085308,,,,,,,0.204782,,,,,0.210189,,0.00669386,,,,0.0112859,,,,,,,0.0213745,,,,,0.0233334,
Photom East,1003,14:24:58,mcam04475,-4448.8162,0.960138,10.669,36.2392,68.117,32.756269,-4.6682932,137.37002,,dark blue,dusty rock,Stimson,,0.10056,,,,0.144643,,,,,,,0.313034,,,,,0.3048,,0.0029963,,,,0.00491674,,,,,,,0.0173183,,,,,0.0184365,
Photom East,1003,14:24:58,mcam04475,-4448.8162,0.960138,10.669,36.2392,68.117,32.756269,-4.6682932,137.37002,,light blue,dusty rock,Stimson,,0.0905621,,,,0.148744,,,,,,,0.410771,,,,,0.42032,,0.00280016,,,,0.00414801,,,,,,,0.00983769,,,,,0.0100265,
Photom East,1003,14:24:58,mcam04475,-4448.8162,0.960138,10.669,36.2392,68.117,32.756269,-4.6682932,137.37002,,red,undisturbed soil,,,0.0681992,,,,0.0946227,,,,,,,0.201417,,,,,0.184594,,0.00177553,,,,0.00290258,,,,,,,0.00820112,,,,,0.00743074,
Photom east 1x2,442,16:22:42,mcam01818,-4506.7872,0.62637,47.569,68.4598,71.61,3.4758122,-4.622335,137.415,,dark blue,dusty rock,Bradbury Group,,0.28674,,,,0.344959,,,,,,,0.559742,,,,,0.50532,,0.00568304,,,,0.00603921,,,,,,,0.0161655,,,,,0.0180668,
Photom east 1x2,442,16:22:42,mcam01818,-4506.7872,0.62637,47.569,68.4598,71.61,3.4758122,-4.622335,137.415,,light blue,dusty rock,Bradbury Group,,0.250258,,,,0.330927,,,,,,,0.613182,,,,,0.580398,,0.00438079,,,,0.00528634,,,,,,,0.0208327,,,,,0.0241413,
Photom east 1x2,442,16:22:42,mcam01818,-4506.7872,0.62637,47.569,68.4598,71.61,3.4758122,-4.622335,137.415,,red,undisturbed soil,,,0.203148,,,,0.262472,,,,,,,0.544148,,,,,0.538919,,0.00468544,,,,0.00617415,,,,,,,0.0204214,,,,,0.0224983,
Photom east 1x2,442,16:22:42,mcam01818,-4506.7872,0.62637,47.569,68.4598,71.61,3.4758122,-4.622335,137.415,,teal,dusty rock,Bradbury Group,,0.258281,,,,0.342178,,,,,,,0.713747,,,,,0.707027,,0.0050954,,,,0.00680703,,,,,,,0.0112431,,,,,0.0146308,
Schwarzrand DRT,1274,12:40:02,mcam05965,-4433.0282,0.390085,2.722,28.2448,32.0061,28.483516,-4.6781251,137.36294,,light blue,dusty rock,Murray,Pahrump Hills,0.0793569,0.0904218,0.0958482,0.104973,0.120287,0.134387,0.155876,0.148567,0.245472,0.235113,0.262274,0.288512,0.310228,0.297896,0.305511,0.302754,0.292577,0.296538,0.00352354,0.00582891,0.00530443,0.00887429,0.00477009,0.00831754,0.0106548,0.00700472,0.0153154,0.00940871,0.0106051,0.0117103,0.0199166,0.013353,0.022069,0.0216454,0.0121844,0.0192489
Schwarzrand DRT,1274,12:40:02,mcam05965,-4433.0282,0.390085,2.722,28.2448,32.0061,28.483516,-4.6781251,137.36294,,light green,DRT target,Murray,Pahrump Hills,0.156662,0.174209,0.16448,0.179749,0.175444,0.196611,0.211254,0.197682,0.251769,0.235444,0.245363,0.256704,0.276353,0.256699,0.270043,0.262851,0.23682,0.248892,0.0178437,0.0246814,0.0189762,0.0256568,0.0150993,0.0216887,0.0240814,0.0175624,0.0268012,0.0191855,0.0153577,0.0166466,0.0281672,0.0186437,0.0298121,0.0300749,0.0206321,0.0260619
Schwarzrand DRT,1274,12:40:02,mcam05965,-4433.0282,0.390085,2.722,28.2448,32.0061,28.483516,-4.6781251,137.36294,,red,undisturbed soil,,,0.0576913,0.0644025,0.0679778,0.0725952,0.0845691,0.0918531,0.104082,0.100473,0.160918,0.156406,0.17337,0.191099,0.199602,0.192019,0.198569,0.191784,0.188802,0.190994,0.00405924,0.00543772,0.00896909,0.00895103,0.00620085,0.00855214,0.0118295,0.010177,0.0181916,0.0149931,0.0142801,0.0153261,0.0229573,0.0192634,0.0257638,0.0257548,0.0171429,0.0242926
Mini Drill Tailings,868,12:38:01,mcam03812,-4460.1883,0.88596,3.311,22.5401,44.1337,45.949131,-4.6628637,137.37745,,dark red,disturbed soil,,,0.0392531,0.0409676,0.0477482,0.0466972,0.0598739,0.0627352,0.0688935,0.0718087,0.109715,0.111712,0.128238,0.140974,0.137521,0.138778,0.138096,0.130489,0.137217,0.133521,0.00228195,0.00243554,0.00402049,0.00475913,0.00464795,0.00470138,0.00698433,0.00649703,0.0127519,0.0101958,0.0130057,0.0134348,0.0156621,0.013652,0.0164048,0.0159817,0.0126002,0.0147148
Mini Drill Tailings,868,12:38:01,mcam03812,-4460.1883,0.88596,3.311,22.5401,44.1337,45.949131,-4.6628637,137.37745,,light blue,dusty rock,Murray,Pahrump Hills,0.0753385,0.0757083,0.098559,0.0950156,0.124515,0.127434,0.156876,0.158056,0.266649,0.267403,0.300573,0.331587,0.337084,0.342009,0.338027,0.333619,0.336086,0.331206,0.00330528,0.00459352,0.00508697,0.00628478,0.00394366,0.00584389,0.00707251,0.0050378,0.0100103,0.00729637,0.00903358,0.0116312,0.0147595,0.0143036,0.0190021,0.020752,0.0143978,0.0209241
Mini Drill Tailings,868,12:38:01,mcam03812,-4460.1883,0.88596,3.311,22.5401,44.1337,45.949131,-4.6628637,137.37745,,light green,DRT target,Murray,Pahrump Hills,0.121988,0.131337,0.13755,0.143576,0.152715,0.166975,0.18931,0.179276,0.256493,0.245646,0.267109,0.28976,0.310162,0.295657,0.304243,0.300228,0.278316,0.289962,0.00305297,0.00405332,0.00528561,0.00631126,0.00379004,0.00485021,0.00709439,0.00523307,0.010096,0.00736026,0.00933046,0.00841597,0.0128973,0.0106556,0.0150484,0.0150278,0.00971614,0.0140304
Mini Drill Tailings,868,12:38:01,mcam03812,-4460.1883,0.88596,3.311,22.5401,44.1337,45.949131,-4.6628637,137.37745,,red,undisturbed soil,,,0.0506796,0.0582708,0.068706,0.0748055,0.0849026,0.097154,0.121639,0.107277,0.21031,0.187784,0.215691,0.245244,0.289265,0.251167,0.282606,0.27923,0.244958,0.277632,0.00299555,0.00362484,0.00702332,0.00815577,0.00434605,0.00769948,0.0111301,0.00767147,0.020719,0.0117122,0.0143557,0.0151963,0.0307376,0.018142,0.0315243,0.0300106,0.0188911,0.0282585
Mini Drill Tailings,868,12:38:01,mcam03812,-4460.1883,0.88596,3.311,22.5401,44.1337,45.949131,-4.6628637,137.37745,,teal,dusty rock,Murray,Pahrump Hills,0.147661,0.155276,0.14819,0.153537,0.144448,0.160566,0.168664,0.160849,0.195967,0.188092,0.201539,0.219469,0.238574,0.225206,0.232531,0.226237,0.205723,0.212836,0.0137173,0.0136254,0.0136397,0.0138296,0.011924,0.012301,0.0130095,0.0133931,0.0133784,0.0136785,0.0127434,0.0132432,0.0143312,0.0154961,0.0144974,0.0153495,0.0131276,0.0138569
photom_sunset_az_1x2,2432,15:36:39,mcam12879,,0.507071,,57.1235,71.0154,127.80584,-4.72726,137.38405,,dark blue,dusty rock,,,0.326957,,,,0.284223,,,,,,,0.520849,,,,,0.561421,,0.0954768,,,,0.0293764,,,,,,,0.085869,,,,,0.0975784,
photom_sunset_az_1x2,2432,15:36:39,mcam12879,,0.507071,,57.1235,71.0154,127.80584,-4.72726,137.38405,,light blue,dusty rock,,,0.182012,,,,0.214196,,,,,,,0.412636,,,,,0.445765,,0.0240976,,,,0.0279352,,,,,,,0.0443155,,,,,0.0489594,
photom_sunset_az_1x2,2432,15:36:39,mcam12879,,0.507071,,57.1235,71.0154,127.80584,-4.72726,137.38405,,red,undisturbed soil,,,0.0683119,,,,0.0884686,,,,,,,0.172153,,,,,0.170575,,0.0222131,,,,0.0346192,,,,,,,0.0728387,,,,,0.0644563,
Unst Ross of Mull 2x1,1936,12:51:08,mcam10107,-4149.7913,0.328913,3.647,29.8833,48.8205,18.979865,-4.7292901,137.37608,,dark blue,dusty rock,Murray,Jura,0.0905761,0.0945375,0.104809,0.105556,0.102431,0.113473,0.134424,0.123786,0.210955,0.182744,0.207328,0.241389,0.259029,0.234525,0.260018,0.260703,0.247529,0.268295,0.0037576,0.00477042,0.00356891,0.00527657,0.0017015,0.00406053,0.00522482,0.00332265,0.00703498,0.00378814,0.00697075,0.00918154,0.00957575,0.0133073,0.0126255,0.00977984,0.00933393,0.00801807
Unst Ross of Mull 2x1,1936,12:51:08,mcam10107,-4149.7913,0.328913,3.647,29.8833,48.8205,18.979865,-4.7292901,137.37608,,light blue,dusty rock,Murray,Jura,0.140227,0.138993,0.145388,0.14024,0.151174,0.157412,0.166494,0.165843,0.205057,0.205826,0.213313,0.235145,0.240256,0.230872,0.234638,0.229733,0.227021,0.224225,0.00857903,0.0110752,0.00790221,0.011384,0.00700412,0.0102775,0.0106611,0.0088843,0.0143794,0.0111733,0.0104795,0.0131719,0.0155409,0.0138387,0.01578,0.0140223,0.0122275,0.0141107
Unst Ross of Mull 2x1,1936,12:51:08,mcam10107,-4149.7913,0.328913,3.647,29.8833,48.8205,18.979865,-4.7292901,137.37608,,teal,dusty rock,Murray,Jura,0.126229,0.121313,0.143243,0.132617,0.159653,0.163056,0.178861,0.182855,0.253783,0.263102,0.272838,0.295826,0.299812,0.297137,0.292096,0.288768,0.287717,0.279303,0.00594918,0.00952284,0.00910138,0.011146,0.00495615,0.00994003,0.0120371,0.00716336,0.0171605,0.0107289,0.0134982,0.0146581,0.0204751,0.0166812,0.0215836,0.0222788,0.0143949,0.0188756
Photom Antisunset 2x1,1356,16:04:18,mcam06603,,0.713138,,62.2822,79.9759,21.30267,-4.6786699,137.35782,,dark blue,dusty rock,Murray,Hartmann's Valley,0.154075,,,,0.2264,,,,,,,0.517472,,,,,0.511787,,0.00265116,,,,0.00577037,,,,,,,0.0209179,,,,,0.0242995,
Photom Antisunset 2x1,1356,16:04:18,mcam06603,,0.713138,,62.2822,79.9759,21.30267,-4.6786699,137.35782,,light blue,dusty rock,Murray,Hartmann's Valley,0.135392,,,,0.203258,,,,,,,0.533383,,,,,0.549255,,0.00529899,,,,0.00947566,,,,,,,0.0261099,,,,,0.0292115,
Photom Antisunset 2x1,1356,16:04:18,mcam06603,,0.713138,,62.2822,79.9759,21.30267,-4.6786699,137.35782,,red,undisturbed soil,,,0.122776,,,,0.17275,,,,,,,0.392996,,,,,0.377249,,0.00290975,,,,0.00400193,,,,,,,0.014172,,,,,0.0179052,
